id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-07-030,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Verifying that a pull request targets the intended upstream repository, while a remote branch was force-updated.",True
OSS-07-031,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Configuring separate remotes for their fork and the upstream project, while the upstream repository was transferred to a new organization.",True
OSS-07-032,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Updating a long-lived fork from the upstream default branch, while the project restricts edits to pull request branches from maintainers.",True
OSS-07-033,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Pushing a local branch to the correct fork, while their fork is hundreds of commits behind.",True
OSS-07-034,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Working with a repository after the upstream project changes its name, while the upstream repository was transferred to a new organization.",True
OSS-07-035,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Contributing to two forks of the same upstream repository, while the project restricts edits to pull request branches from maintainers.",True
OSS-07-036,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Cleaning old remote branches without deleting active work, while their fork is hundreds of commits behind.",True
OSS-07-037,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Fetching a maintainer's branch to test an unfinished change, while the upstream repository was transferred to a new organization.",True
OSS-07-038,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Keeping a fork synchronized without creating noisy merge commits, while the project restricts edits to pull request branches from maintainers.",True
OSS-07-039,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Moving work after the default branch name changes, while their fork is hundreds of commits behind.",True
OSS-07-040,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,intermediate,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Verifying that a pull request targets the intended upstream repository, while the upstream repository was transferred to a new organization.",True
OSS-07-041,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Configuring separate remotes for their fork and the upstream project, while branch names collide across multiple remotes.",True
OSS-07-042,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Updating a long-lived fork from the upstream default branch, while origin and upstream point to the opposite repositories.",True
OSS-07-043,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Pushing a local branch to the correct fork, while a remote branch was force-updated.",True
OSS-07-044,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Working with a repository after the upstream project changes its name, while branch names collide across multiple remotes.",True
OSS-07-045,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Contributing to two forks of the same upstream repository, while origin and upstream point to the opposite repositories.",True
OSS-07-046,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Cleaning old remote branches without deleting active work, while a remote branch was force-updated.",True
OSS-07-047,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Fetching a maintainer's branch to test an unfinished change, while branch names collide across multiple remotes.",True
OSS-07-048,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Keeping a fork synchronized without creating noisy merge commits, while origin and upstream point to the opposite repositories.",True
OSS-07-049,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Moving work after the default branch name changes, while a remote branch was force-updated.",True
OSS-07-050,02-git-and-github-practices,07-forks-remotes-and-sync,contribute,advanced,A fork-based contributor | A newcomer | A returning contributor | A collaborator,"Verifying that a pull request targets the intended upstream repository, while branch names collide across multiple remotes.",True
OSS-08-001,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Choosing a branch strategy for several related changes, while the project requires a linear history.",True
OSS-08-002,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Splitting a large experimental commit into reviewable commits, while the branch includes unrelated work from an earlier task.",True
OSS-08-003,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Rewriting local commit messages before publishing a pull request, while another contributor has based work on the existing commit hashes.",True
OSS-08-004,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Moving one useful commit onto a clean branch, while the project requires a linear history.",True
OSS-08-005,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Identifying whether two branches contain the same logical change, while the branch includes unrelated work from an earlier task.",True
OSS-08-006,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preserving authorship while combining work from another contributor, while another contributor has based work on the existing commit hashes.",True
OSS-08-007,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Reviewing how a file evolved across renames, while the project requires a linear history.",True
OSS-08-008,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preparing a fix that must target more than one maintained branch, while the branch includes unrelated work from an earlier task.",True
OSS-08-009,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Removing an accidentally committed generated artifact from history, while another contributor has based work on the existing commit hashes.",True
OSS-08-010,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Deciding whether a fixup belongs in the current commit or a new commit, while the project requires a linear history.",True
OSS-08-011,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Choosing a branch strategy for several related changes, while some commits have already been reviewed individually.",True
OSS-08-012,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Splitting a large experimental commit into reviewable commits, while commit signing is required by repository rules.",True
OSS-08-013,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Rewriting local commit messages before publishing a pull request, while the change must remain easy to backport later.",True
OSS-08-014,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Moving one useful commit onto a clean branch, while some commits have already been reviewed individually.",True
OSS-08-015,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Identifying whether two branches contain the same logical change, while commit signing is required by repository rules.",True
OSS-08-016,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preserving authorship while combining work from another contributor, while the change must remain easy to backport later.",True
OSS-08-017,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Reviewing how a file evolved across renames, while some commits have already been reviewed individually.",True
OSS-08-018,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preparing a fix that must target more than one maintained branch, while commit signing is required by repository rules.",True
OSS-08-019,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Removing an accidentally committed generated artifact from history, while the change must remain easy to backport later.",True
OSS-08-020,02-git-and-github-practices,08-branches-commits-and-history,contribute,beginner,A contributor | A reviewer | A release contributor | A pair of collaborators,"Deciding whether a fixup belongs in the current commit or a new commit, while some commits have already been reviewed individually.",True
OSS-08-021,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Choosing a branch strategy for several related changes, while the branch includes unrelated work from an earlier task.",True
OSS-08-022,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Splitting a large experimental commit into reviewable commits, while another contributor has based work on the existing commit hashes.",True
OSS-08-023,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Rewriting local commit messages before publishing a pull request, while the project requires a linear history.",True
OSS-08-024,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Moving one useful commit onto a clean branch, while the branch includes unrelated work from an earlier task.",True
OSS-08-025,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Identifying whether two branches contain the same logical change, while another contributor has based work on the existing commit hashes.",True
OSS-08-026,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preserving authorship while combining work from another contributor, while the project requires a linear history.",True
OSS-08-027,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Reviewing how a file evolved across renames, while the branch includes unrelated work from an earlier task.",True
OSS-08-028,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preparing a fix that must target more than one maintained branch, while another contributor has based work on the existing commit hashes.",True
OSS-08-029,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Removing an accidentally committed generated artifact from history, while the project requires a linear history.",True
OSS-08-030,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Deciding whether a fixup belongs in the current commit or a new commit, while the branch includes unrelated work from an earlier task.",True
OSS-08-031,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Choosing a branch strategy for several related changes, while commit signing is required by repository rules.",True
OSS-08-032,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Splitting a large experimental commit into reviewable commits, while the change must remain easy to backport later.",True
OSS-08-033,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Rewriting local commit messages before publishing a pull request, while some commits have already been reviewed individually.",True
OSS-08-034,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Moving one useful commit onto a clean branch, while commit signing is required by repository rules.",True
OSS-08-035,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Identifying whether two branches contain the same logical change, while the change must remain easy to backport later.",True
OSS-08-036,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preserving authorship while combining work from another contributor, while some commits have already been reviewed individually.",True
OSS-08-037,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Reviewing how a file evolved across renames, while commit signing is required by repository rules.",True
OSS-08-038,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preparing a fix that must target more than one maintained branch, while the change must remain easy to backport later.",True
OSS-08-039,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Removing an accidentally committed generated artifact from history, while some commits have already been reviewed individually.",True
OSS-08-040,02-git-and-github-practices,08-branches-commits-and-history,contribute,intermediate,A contributor | A reviewer | A release contributor | A pair of collaborators,"Deciding whether a fixup belongs in the current commit or a new commit, while commit signing is required by repository rules.",True
OSS-08-041,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Choosing a branch strategy for several related changes, while another contributor has based work on the existing commit hashes.",True
OSS-08-042,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Splitting a large experimental commit into reviewable commits, while the project requires a linear history.",True
OSS-08-043,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Rewriting local commit messages before publishing a pull request, while the branch includes unrelated work from an earlier task.",True
OSS-08-044,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Moving one useful commit onto a clean branch, while another contributor has based work on the existing commit hashes.",True
OSS-08-045,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Identifying whether two branches contain the same logical change, while the project requires a linear history.",True
OSS-08-046,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preserving authorship while combining work from another contributor, while the branch includes unrelated work from an earlier task.",True
OSS-08-047,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Reviewing how a file evolved across renames, while another contributor has based work on the existing commit hashes.",True
OSS-08-048,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Preparing a fix that must target more than one maintained branch, while the project requires a linear history.",True
OSS-08-049,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Removing an accidentally committed generated artifact from history, while the branch includes unrelated work from an earlier task.",True
OSS-08-050,02-git-and-github-practices,08-branches-commits-and-history,contribute,advanced,A contributor | A reviewer | A release contributor | A pair of collaborators,"Deciding whether a fixup belongs in the current commit or a new commit, while another contributor has based work on the existing commit hashes.",True
OSS-09-001,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a feature branch onto a rapidly changing default branch, while tests pass on both original branches but fail after resolution.",True
OSS-09-002,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Resolving a conflict where one side deleted a file, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-003,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Continuing work after a rebase stops midway, while the repository regenerates conflicted files from another source.",True
OSS-09-004,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering commits after resetting the wrong branch, while tests pass on both original branches but fail after resolution.",True
OSS-09-005,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Deciding which side of a conflict reflects current project intent, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-006,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Handling conflicts inside generated lock or manifest files, while the repository regenerates conflicted files from another source.",True
OSS-09-007,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a stack of dependent pull requests, while tests pass on both original branches but fail after resolution.",True
OSS-09-008,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering from an interrupted cherry-pick, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-009,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Comparing the rewritten branch with its pre-rebase state, while the repository regenerates conflicted files from another source.",True
OSS-09-010,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Updating a pull request after upstream refactors the same component, while tests pass on both original branches but fail after resolution.",True
OSS-09-011,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a feature branch onto a rapidly changing default branch, while the conflict involves code they did not originally write.",True
OSS-09-012,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Resolving a conflict where one side deleted a file, while reflog contains several similarly named recovery points.",True
OSS-09-013,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Continuing work after a rebase stops midway, while review comments refer to commits that no longer exist.",True
OSS-09-014,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering commits after resetting the wrong branch, while the conflict involves code they did not originally write.",True
OSS-09-015,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Deciding which side of a conflict reflects current project intent, while reflog contains several similarly named recovery points.",True
OSS-09-016,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Handling conflicts inside generated lock or manifest files, while review comments refer to commits that no longer exist.",True
OSS-09-017,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a stack of dependent pull requests, while the conflict involves code they did not originally write.",True
OSS-09-018,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering from an interrupted cherry-pick, while reflog contains several similarly named recovery points.",True
OSS-09-019,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Comparing the rewritten branch with its pre-rebase state, while review comments refer to commits that no longer exist.",True
OSS-09-020,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,beginner,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Updating a pull request after upstream refactors the same component, while the conflict involves code they did not originally write.",True
OSS-09-021,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a feature branch onto a rapidly changing default branch, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-022,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Resolving a conflict where one side deleted a file, while the repository regenerates conflicted files from another source.",True
OSS-09-023,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Continuing work after a rebase stops midway, while tests pass on both original branches but fail after resolution.",True
OSS-09-024,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering commits after resetting the wrong branch, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-025,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Deciding which side of a conflict reflects current project intent, while the repository regenerates conflicted files from another source.",True
OSS-09-026,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Handling conflicts inside generated lock or manifest files, while tests pass on both original branches but fail after resolution.",True
OSS-09-027,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a stack of dependent pull requests, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-028,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering from an interrupted cherry-pick, while the repository regenerates conflicted files from another source.",True
OSS-09-029,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Comparing the rewritten branch with its pre-rebase state, while tests pass on both original branches but fail after resolution.",True
OSS-09-030,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Updating a pull request after upstream refactors the same component, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-031,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a feature branch onto a rapidly changing default branch, while reflog contains several similarly named recovery points.",True
OSS-09-032,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Resolving a conflict where one side deleted a file, while review comments refer to commits that no longer exist.",True
OSS-09-033,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Continuing work after a rebase stops midway, while the conflict involves code they did not originally write.",True
OSS-09-034,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering commits after resetting the wrong branch, while reflog contains several similarly named recovery points.",True
OSS-09-035,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Deciding which side of a conflict reflects current project intent, while review comments refer to commits that no longer exist.",True
OSS-09-036,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Handling conflicts inside generated lock or manifest files, while the conflict involves code they did not originally write.",True
OSS-09-037,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a stack of dependent pull requests, while reflog contains several similarly named recovery points.",True
OSS-09-038,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering from an interrupted cherry-pick, while review comments refer to commits that no longer exist.",True
OSS-09-039,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Comparing the rewritten branch with its pre-rebase state, while the conflict involves code they did not originally write.",True
OSS-09-040,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,intermediate,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Updating a pull request after upstream refactors the same component, while reflog contains several similarly named recovery points.",True
OSS-09-041,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a feature branch onto a rapidly changing default branch, while the repository regenerates conflicted files from another source.",True
OSS-09-042,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Resolving a conflict where one side deleted a file, while tests pass on both original branches but fail after resolution.",True
OSS-09-043,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Continuing work after a rebase stops midway, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-044,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering commits after resetting the wrong branch, while the repository regenerates conflicted files from another source.",True
OSS-09-045,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Deciding which side of a conflict reflects current project intent, while tests pass on both original branches but fail after resolution.",True
OSS-09-046,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Handling conflicts inside generated lock or manifest files, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-047,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Rebasing a stack of dependent pull requests, while the repository regenerates conflicted files from another source.",True
OSS-09-048,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Recovering from an interrupted cherry-pick, while tests pass on both original branches but fail after resolution.",True
OSS-09-049,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Comparing the rewritten branch with its pre-rebase state, while the remote branch has already been force-pushed by a collaborator.",True
OSS-09-050,02-git-and-github-practices,09-rebase-conflicts-and-recovery,contribute,advanced,A contributor | A newcomer | A reviewer testing a branch | A release contributor,"Updating a pull request after upstream refactors the same component, while the repository regenerates conflicted files from another source.",True
OSS-10-001,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Signing commits for a repository that enforces verified history, while the CLA or DCO check reports a mismatch.",False
OSS-10-002,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Adding a sign-off required by the project's contribution policy, while corporate policy limits which identity may sign the work.",False
OSS-10-003,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Correcting a commit made with the wrong email identity, while the patch includes code copied from another licensed project.",False
OSS-10-004,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Preserving co-author credit for a collaborative patch, while the CLA or DCO check reports a mismatch.",False
OSS-10-005,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Submitting work created partly on an employer-managed device, while corporate policy limits which identity may sign the work.",False
OSS-10-006,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Verifying the origin of a patch received outside the normal workflow, while the patch includes code copied from another licensed project.",False
OSS-10-007,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Rotating a signing key without breaking contributor verification, while the CLA or DCO check reports a mismatch.",False
OSS-10-008,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Rebasing commits that already contain valid sign-offs, while corporate policy limits which identity may sign the work.",False
